weertman_c_prefactor,ungrounded_weertmanC_prefactor,glen_a_ref_prefactor,melt_rate_prefactor_exponent,per_century_trend,bump_amplitude,bump_duration
0.7421170369825831,0.5727582561870626,1.0049286003882092,0.918330128143661,246.8618140916218,347.09947252465366,5.04180125990203
0.7602459318361287,0.38871208770005955,1.0554896834722458,1.1424883954261553,262.67802005641647,182.21777874719737,4.4770360553513235
0.8289946729633927,0.6345894629145937,0.9056595999660875,1.0594532495955649,145.33265796773819,146.5441238938486,5.325696567354597
0.8068386187563432,0.38131501880680735,1.3868180916118549,0.06542594633142018,105.12335886633315,104.66889974231668,2.2987191368395927
0.8094684676724018,1.174302130974137,1.1294134554288886,1.2660529548168524,-8.870979460338262,313.88770349823744,6.15614331164172
0.723450813067351,0.7175785780809405,0.6494359493413393,1.8574820914830057,289.1577875379984,431.9834295572377,5.74133118615171
0.8364856269923305,1.0429524437096238,1.4140685555951864,-0.47653455098596176,102.37677056312194,339.0581890710421,7.497833865771419
0.7686269787377791,0.6609576371521205,0.9237964553233358,1.4877996198728451,448.05592225993354,288.21484714307326,7.302551297991706
0.8140050022102931,1.0812070304667356,0.7980982148059281,1.0392361452043062,-38.90679553137093,314.80802850380314,6.721138058968281
0.7902244641611268,0.9020648127303421,0.964461588979288,1.3907584293275967,78.77358423153424,371.75818855565694,6.476597464693167
0.8039409146161016,0.698795235375591,1.082477646706907,1.0472050183854382,266.0643302598965,250.50426826118752,6.21637353611987
0.8077038370689643,0.8834214871724893,1.147435103463812,0.6864861327741189,258.3105452978468,105.92292325426216,5.052937421854135
0.8128462941820267,1.1650415516696666,1.537851218481927,0.6018119733592469,-190.79912822569645,267.22831715913765,11.450120055874509
0.8588807930450981,0.46942036270179344,0.7528394800032903,1.7091566290010944,188.82115013638355,129.45231372973683,4.673273427073773
0.8043158569647073,0.440805507606614,1.0539132846837815,0.9153357975209084,231.51105005081115,367.8949737335487,2.7361960953297704
0.7839341333864293,0.6078868321612789,1.3271409793816245,1.0497298492973932,150.54346530018884,326.87777645380436,6.073832847445403
0.7996520324600636,1.2225105545199912,1.383446334129879,0.8466004479251821,174.80113013980292,141.09381121850396,9.319927372257974
0.7808150646123846,0.7319730837700668,1.6528278059378252,0.473223411790501,130.49750795520407,193.42513931053833,6.430439465484169
0.7896551715710911,0.7015135328048946,0.8427952044542497,1.1918881737125622,346.16709400771254,308.9634538677186,5.859689457652314
0.7375670448446993,0.8727334264815098,0.87914316150648,1.3946513202850985,376.0261380018838,236.71927980544518,6.640697115078114
