"weertman_c_prefactor","glen_a_ref_prefactor","melt_rate_prefactor_exponent","per_century_trend","bump_amplitude","bump_duration"
0.794128527155962,1.43622008724284,0.517133220529643,229.07850963918,204.652714579841,6.02398606030761
0.794128527155962,1.43622008724284,0.517133220529643,229.07850963918,204.652714579841,6.02398606030761
0.794128527155962,1.43622008724284,0.517133220529643,229.07850963918,204.652714579841,6.02398606030761
0.794128527155962,1.43622008724284,0.517133220529643,229.07850963918,204.652714579841,6.02398606030761
0.797625707842178,1.43297096717588,0.520598502047964,227.252273024537,205.306722172851,6.02117726919222
0.797625707842178,1.43297096717588,0.520598502047964,227.252273024537,205.306722172851,6.02117726919222
0.797625707842178,1.43297096717588,0.520598502047964,227.252273024537,205.306722172851,6.02117726919222
0.797625707842178,1.43297096717588,0.520598502047964,227.252273024537,205.306722172851,6.02117726919222
0.797625707842178,1.43297096717588,0.520598502047964,227.252273024537,205.306722172851,6.02117726919222
0.797625707842178,1.43297096717588,0.520598502047964,227.252273024537,205.306722172851,6.02117726919222
0.797625707842178,1.43297096717588,0.520598502047964,227.252273024537,205.306722172851,6.02117726919222
0.797625707842178,1.43297096717588,0.520598502047964,227.252273024537,205.306722172851,6.02117726919222
0.81705735808294,1.41491767102547,0.539852864165502,217.10503802131,208.940626425272,6.00557059764659
0.81705735808294,1.41491767102547,0.539852864165502,217.10503802131,208.940626425272,6.00557059764659
0.81705735808294,1.41491767102547,0.539852864165502,217.10503802131,208.940626425272,6.00557059764659
0.81705735808294,1.41491767102547,0.539852864165502,217.10503802131,208.940626425272,6.00557059764659
0.81705735808294,1.41491767102547,0.539852864165502,217.10503802131,208.940626425272,6.00557059764659
0.81705735808294,1.41491767102547,0.539852864165502,217.10503802131,208.940626425272,6.00557059764659
0.81705735808294,1.41491767102547,0.539852864165502,217.10503802131,208.940626425272,6.00557059764659
0.813346099482419,1.41836567665801,0.536175465341278,219.043061886401,208.246585646894,6.0085513217821
0.813346099482419,1.41836567665801,0.536175465341278,219.043061886401,208.246585646894,6.0085513217821
0.813346099482419,1.41836567665801,0.536175465341278,219.043061886401,208.246585646894,6.0085513217821
0.809487988380022,1.42195011507284,0.532352562312125,221.057770605068,207.525082854007,6.01164998865698
0.809487988380022,1.42195011507284,0.532352562312125,221.057770605068,207.525082854007,6.01164998865698
0.803540685388447,1.42747556215337,0.526459511457546,224.163465271879,206.412878855862,6.01642661393699
0.803540685388447,1.42747556215337,0.526459511457546,224.163465271879,206.412878855862,6.01642661393699
0.803540685388447,1.42747556215337,0.526459511457546,224.163465271879,206.412878855862,6.01642661393699
0.82750580433159,1.40521037109749,0.550205981070185,211.648845849375,210.89458511966,5.99717885347777
0.82750580433159,1.40521037109749,0.550205981070185,211.648845849375,210.89458511966,5.99717885347777
0.82750580433159,1.40521037109749,0.550205981070185,211.648845849375,210.89458511966,5.99717885347777
0.82750580433159,1.40521037109749,0.550205981070185,211.648845849375,210.89458511966,5.99717885347777
0.82750580433159,1.40521037109749,0.550205981070185,211.648845849375,210.89458511966,5.99717885347777
0.82750580433159,1.40521037109749,0.550205981070185,211.648845849375,210.89458511966,5.99717885347777
0.82750580433159,1.40521037109749,0.550205981070185,211.648845849375,210.89458511966,5.99717885347777
0.802090606962875,1.42882278368861,0.525022661644248,224.920699107951,206.141700145473,6.01759125451152
0.802090606962875,1.42882278368861,0.525022661644248,224.920699107951,206.141700145473,6.01759125451152
0.802090606962875,1.42882278368861,0.525022661644248,224.920699107951,206.141700145473,6.01759125451152
0.802090606962875,1.42882278368861,0.525022661644248,224.920699107951,206.141700145473,6.01759125451152
0.802090606962875,1.42882278368861,0.525022661644248,224.920699107951,206.141700145473,6.01759125451152
0.802090606962875,1.42882278368861,0.525022661644248,224.920699107951,206.141700145473,6.01759125451152
0.802090606962875,1.42882278368861,0.525022661644248,224.920699107951,206.141700145473,6.01759125451152
