"x","y","y_lower","y_upper","sd"
0.95399724632575,3.37787157706774,-24.7365211516885,31.492264305824,14.3140374023537
24.0460132389529,34.9385484972387,20.4827714602655,49.3943255342119,7.35995029960847
18.3502310209614,20.7400394266258,9.59662922765967,31.8834496255918,5.67350651734409
30.3514394510578,17.0666616511266,-18.8908349287025,53.0241582309558,18.3072405619571
-190.030709848325,-41.8603793464932,-64.0923920503654,-19.6283666426209,11.319108488064
-13.533243606183,-10.3608491783687,-18.3524791796642,-2.36921917707334,4.06882310594282
-7.19533143256988,-53.8388770981139,-122.724267402294,15.0465132060659,35.072002543424
20.8003925589497,-7.39529893948962,-57.2669837533529,42.4763858743737,25.3914487369976
-99.5053175510922,-31.5241533558974,-75.4643490449716,12.4160423331767,22.3715166330741
-20.9186962962868,-87.2350071067302,-104.958146579113,-69.5118676343471,9.02348073964766
31.6369232239593,30.9637009535097,14.8259289385995,47.1014729684199,8.21631377354314
38.4626781105305,51.0284090584751,13.7483110611819,88.3085070557682,18.9806239901761
20.4743481340203,10.6695835781171,-73.5990818108892,94.9382489671233,42.9041750914612
3.71764281921044,0.705214484890793,-56.4480121718499,57.8584411416315,29.0987407027651
15.8757863432911,15.8685390333922,7.46872593511392,24.2683521316705,4.27664364020053
25.2161896410534,2.35258753448226,-15.6138357695121,20.3190108384766,9.14734519223141
-11.1836385100335,-12.3971369198148,-21.1084516953518,-3.68582214427776,4.43524022459758
9.064315221984,-8.23851068705862,-81.5082985884816,65.0312772143643,37.3042553186915
-100.506913090263,-58.0546710253257,-78.0699006602411,-38.0394413904104,10.1904653739092
20.2184952812546,-58.0463240220662,-103.538286722607,-12.5543613215252,23.161576416907
18.9944611402781,10.0020354997296,-20.5123243485646,40.5163953480239,15.5359460327453
25.0684085111409,23.5417629155629,13.4843934355864,33.5991323955395,5.12056455547861
23.3623338459971,21.6613648009195,12.8380787183184,30.4846508835207,4.49224879998348
27.7087482912145,36.4606406737104,3.27745943682987,69.6438219105909,16.8947379349922
24.9477441337359,27.4920105449148,7.43775025579782,47.5462708340317,10.2103372683325
13.7658179891046,18.5795622074622,5.30838955178441,31.85073486314,6.7568260712302
17.4680469211924,17.1584631375642,-3.89705179295665,38.2139780680851,10.7201116221522
29.5248326761506,24.4441142243048,-9.90530045984066,58.7935289084502,17.4885088673785
31.3459345742698,29.0557401931122,17.1316568080564,40.979823578168,6.07097500590488
21.3567007353153,24.8952114327289,13.4082052817742,36.3822175836836,5.84844343863963
28.7382824450176,34.4121372560683,14.9381911388508,53.8860833732857,9.9148786809169
35.7791866928311,27.246036501946,-3.3193347893909,57.811407793283,15.5619177729392
32.8560655652054,37.2539521948338,23.3717655396066,51.136138850061,7.06791503293365
25.7081885988039,23.1504808623941,2.58885135005914,43.7121103747291,10.4686569876312
18.7510636002405,18.2911531053303,9.12853886438581,27.4537673462748,4.66501283572345
24.3552953702703,34.5002993001249,18.9939898563174,50.0066087439324,7.8948137166806
3.33769663915881,-5.91371487869226,-27.1140604552717,15.2866306978871,10.793850055868
25.3665492013491,35.538970106721,-12.3285159134629,83.4064561269049,24.3710398392754
18.8618162778261,33.7219453169975,17.4833409829809,49.9605496510141,8.26765109393201
29.1937372858855,35.8380601784837,14.1747518087473,57.50136854822,11.0295608820303
7.51007513584581,13.2761532195366,-6.90513537974503,33.4574418188182,10.2750118995933
2.89164429042338,2.08232070713877,-2.5369884026481,6.70162981692564,2.35185458240013
-4.68260700202844,-3.96094218503698,-12.4833594946616,4.56147512458765,4.33906580538224
10.7126408013828,12.9822811643701,-7.64390333655118,33.6084656652913,10.5015242286222
5.61301725511844,3.9164097178559,-9.98620363562232,17.8190230713341,7.07831499161648
-1.98166859404331,-9.60616484962418,-21.5008759956558,2.28854629640745,6.05602055421035
4.6090560833825,2.22687180689971,-13.4451409485574,17.8988845623568,7.97917916691563
8.37977703293731,11.1582635157799,-1.84564080145556,24.1621678330153,6.62075025305982
12.659767422137,13.1366276161847,6.19828353844656,20.0749716939229,3.532557775561
-2.69871583407675,-3.15807954517398,-10.8473717407173,4.53121265036929,3.91489217450018
10.3895195657392,7.39863437753631,-7.12136812378758,21.9186368788602,7.39264976808957
18.2156704573984,15.1597672361037,8.98419882042261,21.3353356517848,3.14420155312257
10.2551683094103,7.79993924320097,1.68265635918095,13.917222127221,3.11452631566459
3.702236357233,7.2363996793853,-4.99781810200464,19.4706174607752,6.22887545894729
1.97064683610494,0.420130446866888,-16.9042889151452,17.7445498088789,8.8204781484843
4.85236078594706,1.15675279558456,-17.0346644188959,19.348170010065,9.26189759537491
18.4452349982251,18.2686351704853,1.72397671207446,34.8132936288961,8.42347413538944
1.68018449993262,3.54465024078957,-6.66958839390866,13.7588888754878,5.20043222217961
9.70495620430956,13.3731679063018,7.96373405933905,18.7826017532646,2.75413519182238
10.9767491747932,14.2949794352895,3.3231475358907,25.2668113346882,5.58614990177946
13.2446502158088,12.411489941878,-0.102280319835701,24.9252602035918,6.37120557071181
-9.99739720719681,-10.0414784395201,-14.90323661896,-5.17972026008024,2.47529402797738
5.38035119917331,5.5170816503498,-3.28691000542451,14.3210733061241,4.48242532095901
9.45920034707944,9.13381970111799,-3.47335033291581,21.7409897351518,6.41875871714678
8.385808097104,7.16716043736898,-0.179951491460529,14.5142723661985,3.74067602893576
-14.4031969431182,-13.8709690379728,-26.0448276216609,-1.69711045428459,6.1981444443451
-3.842211104535,-3.89733905763476,-8.61483636319001,0.820158247920489,2.40184568554285
-11.8895037653633,-14.6182283196107,-23.1419798483502,-6.09447679087117,4.33974510379347
4.53774489240256,2.98375266691387,-0.66727604157017,6.63478137539791,1.85886858715086
-4.6941559997535,-4.93145681270669,-11.5721236298237,1.70921000441033,3.38099969342596
-1.23044458473356,-1.10587143378855,-7.69539538537841,5.48365251780132,3.35496104137034
-16.2140815395526,-16.1634514327897,-24.9475718267862,-7.37933103879316,4.47230815474229
-16.4563133765375,-21.9882724335757,-29.6432486999678,-14.3332961671835,3.89742071430878
-12.2796828894052,-12.4998411305949,-21.9201502033856,-3.07953205780419,4.79621444114412
