weertman_c_prefactor,ungrounded_weertmanC_prefactor,glen_a_ref_prefactor,melt_rate_prefactor_exponent,per_century_trend,bump_amplitude,bump_duration
0.7719126466644423,0.88963441767822,0.9982994881982816,0.7730230170432789,435.4155985971828,189.08125995056477,3.254269705251418
0.8238897492120701,1.4511658221533632,1.0072279214838402,0.6565274462566386,272.7185842906165,108.86000856150008,8.917865381767918
0.7663461186923142,1.1037814583178687,1.0453492496183732,0.8044356655432814,317.0375821631503,209.031163017661,5.636749765576582
0.7919628532569116,1.33161001729609,1.2092384737999544,0.6563635536978382,370.572865709158,151.64120729462587,3.3701507745619006
0.7683385736771942,1.040387039101238,0.9570908963693131,0.7417958283601386,733.7474655554678,390.51230351139964,3.5653255257301737
0.7989804417865217,1.112386233834177,0.9438812847678542,0.8110803822093757,243.63426477852153,198.86986624668384,4.511698917460142
0.7745547786045619,1.1202393377645665,0.8987901745105191,0.8949754753967074,355.6456519825125,172.20025201910272,2.431934086429903
0.760172504560347,1.4896574364390793,1.38428068068645,0.5913685440802876,565.6852493385718,51.3906870925188,4.064150808074816
0.7920869062634841,1.3170412029937746,1.1646405214284898,0.6646786420148092,223.9626480181434,143.19275449864733,5.011505468307924
0.773914197602256,0.6664131153745494,0.8070673476551411,0.906418391115206,25.260523009353562,271.58114280012603,6.004435638178013
0.753143641247456,0.7320019523582657,0.8808853419513987,0.8309955203959929,445.3967751478391,236.64245530378685,6.671472365926263
0.7765540592871376,0.8043148723312392,1.1358123432089753,0.6072876647678138,539.6272278089349,219.20108357438897,3.284442921770235
0.8234864009623535,1.2603111498230355,0.9736959348245328,0.5811959026775474,455.55221879742544,194.681587438608,6.223845776001314
0.778942339340459,1.2246282715679486,1.1087807361733566,0.7365257412707819,109.44780132615917,178.18284026354056,5.329507529101898
0.7694040820785769,1.1388602490634316,0.8884555553543412,0.9637501771240263,297.07548852237574,221.0117070847807,3.002890877157288
0.7887596143327298,1.0954523371956286,1.232865034865813,0.602303973038032,398.00370124878964,132.77660191321309,4.7924227989224155
0.7835005055403784,1.0837619980005913,0.9978686723189676,0.7800238841682783,431.17290695348504,192.2214421042896,5.377232638590166
0.8179834139004744,1.3593373704273422,0.9638409539432219,0.6815304141050669,684.1833876521947,187.23723889020306,1.7468395730505009
0.8058917373117731,1.0975539383481985,0.9922473494189308,0.7432064548984143,205.185344741542,181.89053249389056,3.6183433293487415
0.8300368560691668,0.9782696888810903,1.0169849447838326,0.7100668595696774,229.73613391384333,184.51949826089015,4.773608724514766
